Code 1,Code Description Text,Full Description text,length
V398,OCCUPANT OF 3-WHEELED M V INJURED IN OTHER SPECIFIED TRANSPORT ACCIDENTS,OCCUPANT [ANY] OF THREE-WHEELED MOTOR VEHICLE INJURED IN OTHER SPECIFIED TRANSPORT ACCIDENTS,4
V399,OCCUPANT OF 3-WHEELED MOTOR VEHICLE INJ IN UNSPECIFIED TRAFFIC ACCIDENT,OCCUPANT [ANY] OF THREE-WHEELED MOTOR VEHICLE INJURED IN UNSPECIFIED TRAFFIC ACCIDENT,4
V40,CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL,CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL,3
V400,"CAR DRIVER INJURED IN COLLISION WITH PEDESTRIAN/ ANIMAL, NONTRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; DRIVER INJURED IN NONTRAFFIC ACCIDENT,4
V401,"CAR PASSENGER INJURED IN COLLISION WITH PEDESTRIAN/ANIMAL,NONTRAFFIC ACC",CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; PASSENGER INJURED IN NONTRAFFIC ACCIDENT,4
V402,"PERSON ON OUTSIDE OF CAR INJ IN COLLIS WITH PEDESTRIAN/ANIMAL,NONTRAFF ACC",CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT,4
V403,"CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN/ANIMAL,NONTRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; UNSPECIFIED CAR OCCUPANT INJURED IN NONTRAFFIC ACCIDENT,4
V404,"CAR OCCUPANT INJ WHEN GETTING IN/OUT,IN COLLISION WITH PEDESTRIAN/ANIMAL",CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; PERSON INJURED WHILE BOARDING OR ALIGHTING,4
V405,"CAR DRIVER INJURED IN COLLISION WITH PEDESTRIAN/ANIMAL, TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; DRIVER INJURED IN TRAFFIC ACCIDENT,4
V406,"CAR PASSENGER INJ IN COLLISION WITH PEDESTRIAN/ANIMAL,TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; PASSENGER INJURED IN TRAFFIC ACCIDENT,4
V407,"PERSON ON OUTSIDE OF CAR INJ IN COLLIS WITH PEDESTRIAN/ANIMAL,TRAFFIC ACC",CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; PERSON ON OUTSIDE OF VEHICLE INJURED IN TRAFFIC ACCIDENT,4
V409,"CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN/ANIMAL, TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; UNSPECIFIED CAR OCCUPANT INJURED IN TRAFFIC ACCIDENT,4
V41,CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE,CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE,3
V410,"CAR DRIVER INJURED IN COLLISION WITH BICYCLE, NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE; DRIVER INJURED IN NONTRAFFIC ACCIDENT,4
V411,"CAR PASSENGER INJURED IN COLLISION WITH BICYCLE, NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE; PASSENGER INJURED IN NONTRAFFIC ACCIDENT,4
V412,"PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH BICYCLE,NONTRAFFIC ACC",CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT,4
V413,"CAR OCCUPANT INJURED IN COLLISION WITH BICYCLE,NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE; UNSPECIFIED CAR OCCUPANT INJURED IN NONTRAFFIC ACCIDENT,4
V414,"CAR OCCUPANT INJURED WHEN GETTING ON/OFF,IN COLLISION WITH BICYCLE",CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE; PERSON INJURED WHILE BOARDING OR ALIGHTING,4
V415,"CAR DRIVER INJURED IN COLLISION WITH BICYCLE, TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE; DRIVER INJURED IN TRAFFIC ACCIDENT,4
V416,"CAR PASSENGER INJURED IN COLLISION WITH BICYCLE, TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE; PASSENGER INJURED IN TRAFFIC ACCIDENT,4
V417,"PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH BICYCLE, TRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE; PERSON ON OUTSIDE OF VEHICLE INJURED IN TRAFFIC ACCIDENT,4
V419,"CAR OCCUPANT INJURED IN COLLISION WITH BICYCLE, TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE; UNSPECIFIED CAR OCCUPANT INJURED IN TRAFFIC ACCIDENT,4
V42,CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE,CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE,3
V420,"CAR DRIVER INJURED IN COLLISION WITH 2 OR 3-WHEELED M.V., NONTRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE; DRIVER INJURED IN NONTRAFFIC ACCIDENT,4
V421,CAR PASSENGER INJURED IN COLLIS WITH 2 OR 3WHEEL M.V. NONTRAFFIC ACCIDENT,CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE; PASSENGER INJURED IN NONTRAFFIC ACCIDENT,4
V422,PERSON ON OUTSIDE OF CAR INJ IN COLLIS WITH 2 OR 3WHEEL M.V.NONTRAFFIC ACC,CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT,4
V423,"CAR OCCUPANT INJURED IN COLLISION WITH 2 OR 3-WHEELED M.V., NONTRAFFIC ACC",CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE; UNSPECIFIED CAR OCCUPANT INJURED IN NONTRAFFIC ACCIDENT,4
V424,"CAR OCCUPANT INJ WHEN GETTING IN/OUT,IN COLLISION WITH 2 OR 3-WHEEL M.V.",CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE; PERSON INJURED WHILE BOARDING OR ALIGHTING,4
V425,"CAR DRIVER INJURED IN COLLISION WITH 2 OR 3-WHEELED M.V., TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE; DRIVER INJURED IN TRAFFIC ACCIDENT,4
V426,"CAR PASSENGER INJURED IN COLLIS WITH 2 OR 3-WHEEL M.V., TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE; PASSENGER INJURED IN TRAFFIC ACCIDENT,4
V427,"PERSON ON OUTSIDE FO CAR INJ IN COLLIS WITH 2 OR 3WHEEL M.V., TRAFFIC ACC",CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE; PERSON ON OUTSIDE OF VEHICLE INJURED IN TRAFFIC ACCIDENT,4
V429,"CAR OCCUPANT INJURED IN COLLISION WITH 2 OR 3-WHEEL M.V., TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE; UNSPECIFIED CAR OCCUPANT INJURED IN TRAFFIC ACCIDENT,4
V43,"CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN",3
V430,"CAR DRIVER INJURED IN COLLISION WITH CAR/PICK-UP/VAN, NONTRAFFIC ACCIDENT","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN; DRIVER INJURED IN NONTRAFFIC ACCIDENT",4
V431,"CAR PASSENGER INJURED IN COLLISION WITH CAR/PICK-UP/VAN,NONTRAFFIC ACCID","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN; PASSENGER INJURED IN NONTRAFFIC ACCIDENT",4
V432,"PERSON ON OUTSIDE OF CAR INJ IN COLLIS WITH CAR/PICK-UP/VAN,NONTRAFFIC ACC","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT",4
V433,"CAR OCCUPANT INJURED IN COLLISION WITH CAR/PICK-UP/VAN,NONTRAFFIC ACCIDENT","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN; UNSPECIFIED CAR OCCUPANT INJURED IN NONTRAFFIC ACCIDENT",4
V434,"CAR OCCUPANT INJURED WHEN GETTING IN/OUT,IN COLLISION WITH CAR/PICK-UP/VAN","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN; PERSON INJURED WHILE BOARDING OR ALIGHTING",4
V435,"CAR DRIVER INJURED IN COLLISION WITH CAR/PICK-UP/VAN, TRAFFIC ACCIDENT","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN; DRIVER INJURED IN TRAFFIC ACCIDENT",4
V436,"CAR PASSENGER INJURED IN COLLISION WITH CAR/PICK-UP/VAN, TRAFFIC ACCIDENT","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN; PASSENGER INJURED IN TRAFFIC ACCIDENT",4
V437,"PERSON ON OUTSIDE OF CAR INJ IN COLLISION WITH CAR/PICK-UP/VAN,TRAFFIC ACC","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN; PERSON ON OUTSIDE OF VEHICLE INJURED IN TRAFFIC ACCIDENT",4
V439,"CAR OCCUPANT INJURED IN COLLISION WITH CAR/PICK-UP/VAN, TRAFFIC ACCIDENT","CAR OCCUPANT INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN; UNSPECIFIED CAR OCCUPANT INJURED IN TRAFFIC ACCIDENT",4
V44,CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS,CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS,3
V440,"CAR DRIVER INJURED IN COLLISION WITH HGV/BUS, NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS; DRIVER INJURED IN NONTRAFFIC ACCIDENT,4
V441,"CAR PASSENGER INJURED IN COLLISION WITH HGV/BUS, NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS; PASSENGER INJURED IN NONTRAFFIC ACCIDENT,4
V442,"PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH HGV/BUS,NONTRAFFIC ACC",CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT,4
V443,"CAR OCCUPANT INJURED IN COLLISION WITH HGV/BUS, NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS; UNSPECIFIED CAR OCCUPANT INJURED IN NONTRAFFIC ACCIDENT,4
V444,"CAR OCCUPANT INJURED WHEN GETTING IN/OUT,IN COLLISION WITH HGV/BUS",CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS; PERSON INJURED WHILE BOARDING OR ALIGHTING,4
V445,"CAR DRIVER INJURED IN COLLISION WITH HGVBUS, TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS; DRIVER INJURED IN TRAFFIC ACCIDENT,4
V446,"CAR PASSENGER INJURED IN COLLISION WITH HGV/BUS, TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS; PASSENGER INJURED IN TRAFFIC ACCIDENT,4
V447,"PERSON ON OUTSIDE OF CAR  INJURED IN COLLISION WITH HGV/BUS, TRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS; PERSON ON OUTSIDE OF VEHICLE INJURED IN TRAFFIC ACCIDENT,4
V449,"CAR OCCUPANT INJURED IN COLLISION WITH HGV/BUS, TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS; UNSPECIFIED CAR OCCUPANT INJURED IN TRAFFIC ACCIDENT,4
V45,CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE,CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE,3
V450,"CAR DRIVER INJURED IN COLLISION WITH TRAIN/RLWY VEHICLE,NONTRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE; DRIVER INJURED IN NONTRAFFIC ACCIDENT,4
V451,"CAR PASSENGER INJURED IN COLLISION WITH TRAIN/RLWY VEHICLE,NONTRAFFIC ACC",CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE; PASSENGER INJURED IN NONTRAFFIC ACCIDENT,4
V452,"PERSON ON O/SIDE OF CAR INJ IN COLLIS WITH TRAIN/RLWY VEHICLE,NONTRAFF ACC",CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT,4
V453,"CAR OCCUPANT INJURED IN COLLIS WITH TRAIN/RLWY VEHICLE,NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE; UNSPECIFIED CAR OCCUPANT INJURED IN NONTRAFFIC ACCIDENT,4
V454,"CAR OCCUPANT INJ WHEN GETTING IN/OUT,IN COLLISION WITH TRAIN/RLY VEHICLE",CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE; PERSON INJURED WHILE BOARDING OR ALIGHTING,4
V455,"CAR DRIVER INJURED IN COLLISION WITH TRAIN/RLWY VEHICLE,TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE; DRIVER INJURED IN TRAFFIC ACCIDENT,4
V456,"CAR PASSENGER INJURED IN COLLISION WITH TRAIN/RLWY VEHICLE,TRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE; PASSENGER INJURED IN TRAFFIC ACCIDENT,4
V457,"PERSON ON OUTSIDE OF CAR INJ IN COLLIS WITH TRAIN/RLY VEHICLE, TRAFFIC ACC",CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE; PERSON ON OUTSIDE OF VEHICLE INJURED IN TRAFFIC ACCIDENT,4
V459,"CAR OCCUPANT INJURED IN COLLISION WITH TRAIN/RLWY VEHICLE,TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE; UNSPECIFIED CAR OCCUPANT INJURED IN TRAFFIC ACCIDENT,4
V46,CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE,CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE,3
V460,"CAR DRIVER INJURED IN COLLISION WITH NONMOTOR VEHICLE,NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE; DRIVER INJURED IN NONTRAFFIC ACCIDENT,4
V461,"CAR PASSENGER INJURED IN COLLISION WITH NONMOTOR VEHICLE,NONTRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE; PASSENGER INJURED IN NONTRAFFIC ACCIDENT,4
V462,"PERSON ON OUTSIDE OF CAR INJ IN COLLIS WITH NONMOTOR VEHICLE,NONTRAFF ACC",CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT,4
V463,"CAR OCCUPANT INJURED IN COLLISION WITH NONMOTOR VEHICLE,NONTRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE; UNSPECIFIED CAR OCCUPANT INJURED IN NONTRAFFIC ACCIDENT,4
V464,"CAR OCCUPANT INJURED WHEN GETTING IN/OUT,IN COLLISION WITH NONMOTOR VEHIC",CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE; PERSON INJURED WHILE BOARDING OR ALIGHTING,4
V465,"CAR DRIVER INJURED IN COLLISION WITH NONMOTOR VEHICLE,TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE; DRIVER INJURED IN TRAFFIC ACCIDENT,4
V466,"CAR PASSENGER INJURED IN COLLISION WITH NONMOTOR VEHICLE,TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE; PASSENGER INJURED IN TRAFFIC ACCIDENT,4
V467,"PERSON ON OUTSIDE OF CAR INJ IN COLLIS WITH NONMOTOR VEHICLE,TRAFFIC ACCID",CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE; PERSON ON OUTSIDE OF VEHICLE INJURED IN TRAFFIC ACCIDENT,4
V469,"CAR OCCUPANT INJURED IN COLLISION WITH NONMOTOR VEHICLE,TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE; UNSPECIFIED CAR OCCUPANT INJURED IN TRAFFIC ACCIDENT,4
V47,CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT,CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT,3
V470,"CAR DRIVER INJURED IN COLLISION WITH FIXED/STAT OBJECT,NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT; DRIVER INJURED IN NONTRAFFIC ACCIDENT,4
V471,"CAR PASSENGER INJ IN COLLISION WITH FIXED/STAT OBJECT,NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT; PASSENGER INJURED IN NONTRAFFIC ACCIDENT,4
V472,"PERSON ON OUTSIDE OF CAR INJ IN COLLIS WITH FIXED/STAT OBJECT,NONTRAFF ACC",CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT,4
V473,"CAR OCCUPANT INJ IN COLLISION WITH FIXED/STAT OBJECT,NONTRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT; UNSPECIFIED CAR OCCUPANT INJURED IN NONTRAFFIC ACCIDENT,4
V474,"CAR OCCUPANT INJ WHEN GETTING IN/OUT,IN COLLISION WITH FIXED/STAT OBJECT",CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT; PERSON INJURED WHILE BOARDING OR ALIGHTING,4
V475,"CAR DRIVER INJURED IN COLLISION WITH FIXED/STAT OBJECT,TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT; DRIVER INJURED IN TRAFFIC ACCIDENT,4
V476,"CAR PASSENGER INJ IN COLLISION WITH FIXED/STAT OBJECT,TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT; PASSENGER INJURED IN TRAFFIC ACCIDENT,4
V477,"PERSON ON OUTSIDE OF CAR INJ IN COLLISION WITH FIXED/STAT OBJECT,TRAFF ACC",CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT; PERSON ON OUTSIDE OF VEHICLE INJURED IN TRAFFIC ACCIDENT,4
V479,"CAR OCCUPANT INJURED IN COLLISION WITH FIXED/STAT OBJECT,TRAFFIC ACCIDENT",CAR OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT; UNSPECIFIED CAR OCCUPANT INJURED IN TRAFFIC ACCIDENT,4
V48,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT,3
V480,CAR DRIVER INJURED IN NONTRAFFIC NONCOLLISION TRANSPORT ACCIDENT,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT; DRIVER INJURED IN NONTRAFFIC ACCIDENT,4
V481,CAR PASSENGER INJURED IN NONTRAFFIC NONCOLLISION TRANSPORT ACCIDENT,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT; PASSENGER INJURED IN NONTRAFFIC ACCIDENT,4
V482,PERSON ON OUTSIDE OF CAR INJ IN NONTRAFFIC NONCOLLISION TRANSPORT ACCIDENT,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT,4
V483,CAR OCCUPANT INJURED IN NONTRAFFIC NONCOLLISION TRANSPORT ACCIDENT,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT; UNSPECIFIED CAR OCCUPANT INJURED IN NONTRAFFIC ACCIDENT,4
V484,"CAR OCCUPANT INJ WHEN GETTING IN/OUT,IN NONCOLLISION TRANSPORT ACCIDENT",CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT; PERSON INJURED WHILE BOARDING OR ALIGHTING,4
V485,CAR DRIVER INJURED IN TRAFFIC NONCOLLISION TRANSPORT ACCIDENT,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT; DRIVER INJURED IN TRAFFIC ACCIDENT,4
V486,CAR PASSENGER INJURED IN TRAFFIC NONCOLLISION TRANSPORT ACCIDENT,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT; PASSENGER INJURED IN TRAFFIC ACCIDENT,4
V487,PERSON ON OUTSIDE OF CAR INJ IN TRAFFIC NONCOLLISION TRANSPORT ACCIDENT,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT; PERSON ON OUTSIDE OF VEHICLE INJURED IN TRAFFIC ACCIDENT,4
V489,CAR OCCUPANT INJURED IN TRAFFIC NONCOLLISION TRANSPORT ACCIDENT,CAR OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT; UNSPECIFIED CAR OCCUPANT INJURED IN TRAFFIC ACCIDENT,4
V49,CAR OCCUPANT INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS,CAR OCCUPANT INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS,3
V490,DRIVER INJ IN COLLISION WITH OTHER & UNSPEC M V IN NONTRAFFIC ACCIDENT,DRIVER INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT,4
V491,PASSENGER INJ IN COLLISION WITH OTHER & UNSPEC M V IN NONTRAFFIC ACC,PASSENGER INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT,4
V492,CAR OCC INJURED IN COLLISION WITH OTHER & UNSPEC M V IN NONTRAF ACCIDENT,UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT,4
V493,CAR OCCUPANT [ANY] INJURED IN UNSPECIFIED NONTRAFFIC ACCIDENT,CAR OCCUPANT [ANY] INJURED IN UNSPECIFIED NONTRAFFIC ACCIDENT,4
V494,DRIVER INJ IN COLLISION WITH OTHER & UNSPEC M V IN TRAFFIC ACCIDENT,DRIVER INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN TRAFFIC ACCIDENT,4
V495,PASSENGER INJ IN COLLISION WITH OTHER & UNSPEC M V IN TRAFFIC ACCIDENT,PASSENGER INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN TRAFFIC ACCIDENT,4
V496,CAR OCCUPANT INJ IN COLLISION WITH OTHER & UNSPEC M V IN TRAFFIC ACCIDENT,UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN TRAFFIC ACCIDENT,4
V498,CAR OCCUPANT [ANY] INJURED IN OTHER SPECIFIED TRANSPORT ACCIDENTS,CAR OCCUPANT [ANY] INJURED IN OTHER SPECIFIED TRANSPORT ACCIDENTS,4
V499,CAR OCCUPANT [ANY] INJURED IN UNSPECIFIED TRAFFIC ACCIDENT,CAR OCCUPANT [ANY] INJURED IN UNSPECIFIED TRAFFIC ACCIDENT,4
V50,OCC OF PICK-UP TRUCK/VAN INJURED IN COLLISION WITH PEDESTRIAN/ANIMAL,OCCUPANT OF PICK-UP TRUCK OR VAN INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL,3
V500,"DRIVER OF PICK-UP/VAN INJ IN COLLISION WITH PEDESTRIAN/ANIMAL,NONTRAFF ACC",OCCUPANT OF PICK-UP TRUCK OR VAN INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; DRIVER INJURED IN NONTRAFFIC ACCIDENT,4
V501,"PASSENGER IN PICK-UP/VAN INJ IN COLLIS WITH PEDESTRIAN/ANIMAL,NONTRAF ACC",OCCUPANT OF PICK-UP TRUCK OR VAN INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; PASSENGER INJURED IN NONTRAFFIC ACCIDENT,4
V502,"PERS ON O/SIDE OF TRUCK/VAN INJ IN COLLIS WITH PEDESTR/ANIMAL,NONTRAFF ACC",OCCUPANT OF PICK-UP TRUCK OR VAN INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; PERSON ON OUTSIDE OF VEHICLE INJURED IN NONTRAFFIC ACCIDENT,4
V503,"OCC OF TRUCK/VAN INJ IN COLLISION WITH PEDESTRIAN/ANIMAL,NONTRAFFIC ACCID",OCCUPANT OF PICK-UP TRUCK OR VAN INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL; UNSPECIFIED OCCUPANT OF PICK-UP TRUCK OR VAN INJURED IN NONTRAFFIC ACCIDENT,4
